0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
227118,241803,244657,277122,336531,354021,366111,351725,315716,330697,345770,377943,354060,305446,246972,166322,110843,71831,46648
